x,f
76420.0,33.9
76440.0,40.5
76460.0,27.1
76480.0,34.7
76500.0,31.3
76520.0,30.0
76540.0,23.7
76560.0,38.0
76580.0,27.9
76600.0,31.8
76620.0,55.4
76640.0,41.5
76660.0,49.5
76680.0,60.5
76700.0,27.1
76720.0,44.8
76740.0,32.4
76760.0,41.0
76780.0,30.9
76800.0,57.5
76820.0,41.7
76840.0,42.7
76860.0,33.4
76880.0,42.8
76900.0,44.3
76920.0,62.5
76940.0,52.9
76960.0,45.8
76980.0,50.0
77000.0,53.5
77020.0,56.4
77040.0,70.3
77060.0,54.9
77080.0,50.2
77100.0,49.9
77120.0,54.3
77140.0,51.1
77160.0,66.7
77180.0,49.6
77200.0,36.7
77220.0,76.4
77240.0,56.8
77260.0,54.3
77280.0,67.2
77300.0,59.8
77320.0,70.8
77340.0,73.8
77360.0,85.3
77380.0,58.1
77400.0,52.7
77420.0,63.1
77440.0,51.7
77460.0,45.2
77480.0,58.6
77500.0,67.2
77520.0,57.0
77540.0,39.2
77560.0,60.5
77580.0,44.0
77600.0,71.6
77620.0,55.3
77640.0,67.9
77660.0,53.8
77680.0,49.1
77700.0,45.0
77720.0,44.7
77740.0,52.0
77760.0,69.3
77780.0,49.3
77800.0,48.3
77820.0,51.3
77840.0,37.3
77860.0,48.8
77880.0,46.2
77900.0,41.7
77920.0,35.0
77940.0,31.2
77960.0,36.5
77980.0,38.9
78000.0,52.9
78020.0,44.3
78040.0,54.6
78060.0,43.3
78080.0,33.6
78100.0,34.1
78120.0,38.8
78140.0,28.0
78160.0,28.7
78180.0,28.1
78200.0,27.7
78220.0,34.0
78240.0,24.1
78260.0,39.7
78280.0,27.0
78300.0,19.4
78320.0,19.4
78340.0,10.7
78360.0,48.2
78380.0,36.5
78400.0,18.6
78420.0,21.4
78440.0,41.8
78460.0,15.7
78480.0,32.3
78500.0,12.5
78520.0,14.5
78540.0,22.6
78560.0,12.2
78580.0,18.3
78600.0,18.4
78620.0,16.0
78640.0,6.62
78660.0,9.56
78680.0,2.12
78700.0,2.24
78720.0,3.89
78740.0,10.4
78760.0,10.0
78780.0,15.8
78800.0,27.0
78820.0,22.5
78840.0,10.5
78860.0,22.2
78880.0,19.3
78900.0,1.39
78920.0,20.8
78940.0,33.8
78960.0,12.4
78980.0,33.7
79000.0,7.77
79020.0,8.82
79040.0,22.1
79060.0,7.28
79080.0,21.2
79100.0,32.2
79120.0,11.8
79140.0,20.4
79160.0,40.8
79180.0,43.3
79200.0,41.1
79220.0,47.8
79240.0,54.6
79260.0,35.0
79280.0,56.1
79300.0,34.5
79320.0,26.6
79340.0,44.5
79360.0,42.1
79380.0,43.6
79400.0,37.8
79420.0,58.5
79440.0,38.2
79460.0,47.6
79480.0,52.6
79500.0,60.5
79520.0,62.0
79540.0,70.9
79560.0,65.4
79580.0,62.0
79600.0,89.0
79620.0,73.3
79640.0,64.0
79660.0,47.3
79680.0,85.9
79700.0,78.3
79720.0,85.0
79740.0,82.0
79760.0,90.1
79780.0,91.7
79800.0,83.7
79820.0,94.1
79840.0,101.0
79860.0,90.0
79880.0,111.0
79900.0,105.0
79920.0,100.0
79940.0,132.0
79960.0,151.0
79980.0,156.0
80000.0,176.0
80020.0,165.0
80040.0,135.0
80060.0,156.0
80080.0,180.0
80100.0,157.0
80120.0,195.0
80140.0,166.0
80160.0,184.0
80180.0,190.0
80200.0,231.0
80220.0,252.0
80240.0,298.0
80260.0,392.0
80280.0,595.0
80300.0,908.0
80320.0,1420.0
80340.0,3610.0
80360.0,5760.0
80380.0,3740.0
80400.0,4550.0
80420.0,4360.0
80440.0,2240.0
80460.0,1010.0
80480.0,727.0
80500.0,236.0
80520.0,80.3
80540.0,54.0
80560.0,53.9
80580.0,31.6
80600.0,22.2
80620.0,34.6
80640.0,29.8
80660.0,53.8
80680.0,24.8
80700.0,40.9
80720.0,36.3
80740.0,33.1
80760.0,65.1
80780.0,52.3
80800.0,43.8
80820.0,55.9
80840.0,74.1
80860.0,38.6
80880.0,55.6
80900.0,55.0
80920.0,39.6
80940.0,62.3
80960.0,52.2
80980.0,78.3
81000.0,69.2
81020.0,45.3
81040.0,42.4
81060.0,48.4
81080.0,102.0
81100.0,58.8
81120.0,71.7
81140.0,50.4
81160.0,44.9
81180.0,14.1
81200.0,58.4
81220.0,48.2
81240.0,62.4
81260.0,28.6
81280.0,52.3
81300.0,31.4
81320.0,35.5
81340.0,38.0
81360.0,15.3
81380.0,53.9
81400.0,42.9
81420.0,26.4
81440.0,21.4
81460.0,52.4
81480.0,55.6
81500.0,33.1
81520.0,52.0
81540.0,39.0
81560.0,35.0
81580.0,0.466
81600.0,28.2
81620.0,9.34
81640.0,32.7
81660.0,18.7
81680.0,40.5
81700.0,13.7
81720.0,19.1
81740.0,34.5
81760.0,17.3
81780.0,29.9
81800.0,31.1
81820.0,48.1
81840.0,21.6
81860.0,37.5
81880.0,30.3
81900.0,29.4
81920.0,20.7
81940.0,31.2
81960.0,18.9
81980.0,8.0
82000.0,0.48
82020.0,20.3
82040.0,12.1
82060.0,45.3
82080.0,14.6
82100.0,36.3
82120.0,6.59
82140.0,15.8
82160.0,16.3
82180.0,13.0
82200.0,1.14
82220.0,17.6
82240.0,22.4
82260.0,22.9
82280.0,20.1
82300.0,4.47
82320.0,38.2
82340.0,6.67
82360.0,13.3
82380.0,23.5
82400.0,28.2
82420.0,26.8
82440.0,39.7
82460.0,40.1
82480.0,46.4
82500.0,69.4
82520.0,92.0
82540.0,90.7
82560.0,156.0
82580.0,117.0
82600.0,134.0
82620.0,202.0
82640.0,220.0
82660.0,323.0
82680.0,428.0
82700.0,373.0
82720.0,595.0
82740.0,750.0
82760.0,979.0
82780.0,1210.0
82800.0,1260.0
82820.0,1320.0
82840.0,1300.0
82860.0,1440.0
82880.0,1410.0
82900.0,1530.0
82920.0,1730.0
82940.0,1810.0
82960.0,1840.0
82980.0,1700.0
83000.0,1530.0
83020.0,1300.0
83040.0,1150.0
83060.0,953.0
83080.0,898.0
83100.0,683.0
83120.0,702.0
83140.0,510.0
83160.0,485.0
83180.0,498.0
83200.0,362.0
83220.0,405.0
83240.0,297.0
83260.0,260.0
83280.0,295.0
83300.0,254.0
83320.0,249.0
83340.0,219.0
83360.0,189.0
83380.0,133.0
83400.0,192.0
83420.0,160.0
83440.0,147.0
83460.0,133.0
83480.0,112.0
83500.0,82.2
83520.0,125.0
83540.0,78.0
83560.0,109.0
83580.0,100.0
83600.0,113.0
83620.0,85.9
83640.0,82.7
83660.0,40.5
83680.0,71.6
83700.0,53.2
83720.0,78.0
83740.0,81.8
83760.0,46.3
83780.0,33.9
83800.0,38.8
83820.0,17.8
83840.0,43.5
83860.0,38.7
83880.0,2.2
83900.0,11.5
83920.0,6.25
83940.0,71.2
83960.0,27.3
83980.0,25.8
84000.0,9.9
84020.0,7.16
84040.0,15.7
84060.0,12.8
84080.0,7.76
84100.0,2.79
84120.0,5.46
84140.0,7.73
84160.0,26.5
84180.0,7.39
84200.0,4.6
84220.0,1.15
84240.0,6.4
84260.0,7.02
84280.0,5.32
84300.0,9.56
84320.0,3.76
84340.0,14.5
84360.0,8.59
84380.0,13.0
84400.0,3.54
84420.0,0.919
84440.0,7.7
84460.0,29.5
84480.0,10.8
84500.0,2.27
84520.0,10.6
84540.0,6.45
84560.0,17.4
84580.0,12.8
84600.0,18.2
84620.0,43.1
84640.0,21.3
84660.0,25.5
84680.0,22.6
84700.0,17.5
84720.0,18.3
84740.0,31.1
84760.0,16.2
84780.0,33.1
84800.0,33.3
84820.0,24.4
84840.0,22.3
84860.0,28.6
84880.0,27.0
84900.0,28.3
84920.0,40.4
84940.0,52.9
84960.0,63.1
84980.0,62.7
85000.0,60.3
85020.0,73.4
85040.0,80.7
85060.0,88.7
85080.0,88.7
85100.0,102.0
85120.0,136.0
85140.0,138.0
85160.0,147.0
85180.0,150.0
85200.0,163.0
85220.0,165.0
85240.0,148.0
85260.0,140.0
85280.0,112.0
85300.0,120.0
85320.0,113.0
85340.0,89.4
85360.0,56.4
85380.0,53.2
85400.0,34.6
85420.0,34.1
85440.0,32.6
85460.0,11.2
85480.0,12.8
85500.0,1.04
85520.0,16.4
85540.0,2.49
85560.0,13.3
85580.0,8.67
85600.0,9.16
85620.0,0.124
85640.0,5.54
85660.0,0.467
85680.0,4.39
85700.0,4.54
85720.0,1.69
85740.0,7.87
85760.0,14.2
85780.0,9.46
85800.0,14.1
85820.0,36.1
85840.0,92.6
85860.0,178.0
85880.0,147.0
85900.0,236.0
85920.0,103.0
85940.0,144.0
85960.0,186.0
85980.0,165.0
86000.0,189.0
86020.0,147.0
86040.0,118.0
86060.0,307.0
86080.0,111.0
86100.0,76.2
86120.0,28.9
86140.0,15.7
86160.0,0.169
86180.0,2.56
86200.0,5.14
86220.0,2.0
86240.0,0.391
86260.0,8.8
86280.0,2.83
86300.0,3.39
86320.0,2.22
86340.0,6.03
86360.0,5.87
86380.0,11.4
86400.0,0.412
86420.0,4.53
86440.0,14.2
86460.0,7.51
86480.0,0.1
86500.0,0.296
86520.0,6.34
86540.0,8.74
86560.0,13.3
86580.0,28.0
86600.0,140.0
86620.0,314.0
86640.0,433.0
86660.0,361.0
86680.0,365.0
86700.0,348.0
86720.0,425.0
86740.0,292.0
86760.0,233.0
86780.0,207.0
86800.0,327.0
86820.0,409.0
86840.0,390.0
